SampleName,Camalexin (ng/mm),Cam.SE,Lesion Area (mm2),Les.SE
NPR1G1F66,5.6240851,2.323139,25.410438,4.723992
NPR1G2E66,5.6240851,2.323139,25.410438,4.723992
NPR1G2F66,5.6240851,2.323139,25.410438,4.723992
NPR1G1E76,5.6740661,2.08112,18.729232,4.711445
NPR1G2E76,5.6740661,2.08112,18.729232,4.711445
NPR1G2F76,5.6740661,2.08112,18.729232,4.711445
NPR1G1E02,5.6985612,2.310683,10.763382,4.714848
NPR1G1E03,5.6985612,2.317736,21.222322,4.71601
NPR1G1F02,5.6985612,2.310683,10.763382,4.714848
NPR1G1F03,5.6985612,2.317736,21.222322,4.71601
NPR1G2E02,5.6985612,2.310683,10.763382,4.714848
NPR1G2E03,5.6985612,2.317736,21.222322,4.71601
NPR1G2F02,5.6985612,2.310683,10.763382,4.714848
NPR1G2F03,5.6985612,2.317736,21.222322,4.71601
NPR1G1E86,5.6991992,2.187998,19.603317,4.72055
NPR1G1F86,5.6991992,2.187998,19.603317,4.72055
NPR1G2E86,5.6991992,2.187998,19.603317,4.72055
NPR1G2F86,5.6991992,2.187998,19.603317,4.72055
COIL1G1E84,5.73717879,1.744642,37.056979,6.734752
COIL1G1F84,5.73717879,1.744642,37.056979,6.734752
COIL1G2E84,5.73717879,1.744642,37.056979,6.734752
COIL1G2F84,5.73717879,1.744642,37.056979,6.734752
COL0G1E95,5.7703128,2.387884,13.217344,3.765902
COL0G1F95,5.7703128,2.387884,13.217344,3.765902
COL0G2E95,5.7703128,2.387884,13.217344,3.765902
COL0G2F95,5.7703128,2.387884,13.217344,3.765902
COL0G1E04,5.9222439,2.386143,14.368083,3.762517
COL0G1F04,5.9222439,2.386143,14.368083,3.762517
COL0G2E04,5.9222439,2.386143,14.368083,3.762517
COL0G2F04,5.9222439,2.386143,14.368083,3.762517
NPR1G1E52,5.9676152,2.180207,40.387241,4.710626
NPR1G1F52,5.9676152,2.180207,40.387241,4.710626
NPR1G2E52,5.9676152,2.180207,40.387241,4.710626
NPR1G2F52,5.9676152,2.180207,40.387241,4.710626
NPR1G1E05,6.0084472,2.184696,20.956333,4.707845
NPR1G2E05,6.0084472,2.184696,20.956333,4.707845
NPR1G2F05,6.0084472,2.184696,20.956333,4.707845
COL0G1E47,6.0127571,2.515962,26.341937,3.765943
COL0G1F47,6.0127571,2.515962,26.341937,3.765943
COL0G1E57,6.1144313,2.387913,19.442791,3.766014
COL0G1F57,6.1144313,2.387913,19.442791,3.766014
COL0G2E57,6.1144313,2.387913,19.442791,3.766014
COL0G2F57,6.1144313,2.387913,19.442791,3.766014
NPR1G1E10,6.1721926,2.190308,28.144044,4.71596
NPR1G1F10,6.1721926,2.190308,28.144044,4.71596
NPR1G2E10,6.1721926,2.190308,28.144044,4.71596
NPR1G2F10,6.1721926,2.190308,28.144044,4.71596
NPR1G1E68,6.1868342,2.082447,31.169702,4.716258
NPR1G1F68,6.1868342,2.082447,31.169702,4.716258
NPR1G2E68,6.1868342,2.082447,31.169702,4.716258
NPR1G2F68,6.1868342,2.082447,31.169702,4.716258
NPR1G1E95,6.1881637,2.079257,16.634115,4.711321
NPR1G1F95,6.1881637,2.079257,16.634115,4.711321
NPR1G2E95,6.1881637,2.079257,16.634115,4.711321
NPR1G2F95,6.1881637,2.079257,16.634115,4.711321
NPR1G1E11,6.1982699,2.077759,21.803565,4.706318
NPR1G1F11,6.1982699,2.077759,21.803565,4.706318
NPR1G2E11,6.1982699,2.077759,21.803565,4.706318
NPR1G2F11,6.1982699,2.077759,21.803565,4.706318
COL0G1E07,6.2497296,2.396794,16.192057,3.779191
COL0G1F07,6.2497296,2.396794,16.192057,3.779191
COL0G2F07,6.2497296,2.396794,16.192057,3.779191
NPR1G1E50,6.2559873,2.481321,28.79743,4.709649
NPR1G1F50,6.2559873,2.481321,28.79743,4.709649
NPR1G2E50,6.2559873,2.481321,28.79743,4.709649
NPR1G2F50,6.2559873,2.481321,28.79743,4.709649
COL0G1E81,6.2789249,2.389537,22.800279,3.979186
COL0G1F81,6.2789249,2.389537,22.800279,3.979186
COL0G2E81,6.2789249,2.389537,22.800279,3.979186
NPR1G1E12,6.4226015,2.07711,15.672246,4.707343
NPR1G1F12,6.4226015,2.07711,15.672246,4.707343
NPR1G2E12,6.4226015,2.07711,15.672246,4.707343
NPR1G2F12,6.4226015,2.07711,15.672246,4.707343
COL0G1E05,6.4462335,2.387071,14.633464,3.762095
COL0G1F05,6.4462335,2.387071,14.633464,3.762095
COL0G2E05,6.4462335,2.387071,14.633464,3.762095
COL0G2F05,6.4462335,2.387071,14.633464,3.762095
NPR1G1E15,6.4940432,2.085241,9.071898,4.72189
NPR1G1F15,6.4940432,2.085241,9.071898,4.72189
NPR1G2E15,6.4940432,2.085241,9.071898,4.72189
NPR1G2F15,6.4940432,2.085241,9.071898,4.72189
NPR1G1E64,6.513787,2.081977,22.28963,4.71666
NPR1G1F64,6.513787,2.081977,22.28963,4.71666
NPR1G2E64,6.513787,2.081977,22.28963,4.71666
NPR1G2F64,6.513787,2.081977,22.28963,4.71666
NPR1G1E17,6.5422847,2.192403,13.037203,4.98495
NPR1G1F17,6.5422847,2.192403,13.037203,4.98495
NPR1G2E17,6.5422847,2.192403,13.037203,4.98495
NPR1G2F17,6.5422847,2.192403,13.037203,4.98495
NPR1G1E60,6.5545691,2.081959,18.204873,4.713909
NPR1G1F60,6.5545691,2.081959,18.204873,4.713909
NPR1G2E60,6.5545691,2.081959,18.204873,4.713909
NPR1G2F60,6.5545691,2.081959,18.204873,4.713909
COL0G1E72,6.575371,2.386527,15.347371,3.764115
COL0G1F72,6.575371,2.386527,15.347371,3.764115
COL0G2E72,6.575371,2.386527,15.347371,3.764115
COL0G2F72,6.575371,2.386527,15.347371,3.764115
COL0G1E79,6.5832393,2.387995,11.196796,
COL0G1F79,6.5832393,2.387995,11.196796,
COL0G2F79,6.5832393,2.387995,11.196796,
NPR1G1E94,6.6193613,2.081256,25.354043,4.712129
NPR1G1F94,6.6193613,2.081256,25.354043,4.712129
NPR1G2E94,6.6193613,2.081256,25.354043,4.712129
NPR1G2F94,6.6193613,2.081256,25.354043,4.712129
COL0G1E59,6.6386992,2.387797,39.652195,3.765679
COL0G1F59,6.6386992,2.387797,39.652195,3.765679
COL0G2E59,6.6386992,2.387797,39.652195,3.765679
COL0G2F59,6.6386992,2.387797,39.652195,3.765679
NPR1G1E04,6.6721931,2.077081,14.267679,4.707131
NPR1G1F04,6.6721931,2.077081,14.267679,4.707131
NPR1G2E04,6.6721931,2.077081,14.267679,4.707131
NPR1G2F04,6.6721931,2.077081,14.267679,4.707131
COL0G1E61,6.7567201,2.387968,30.899724,3.765943
COL0G1F61,6.7567201,2.387968,30.899724,3.765943
COL0G2F61,6.7567201,2.387968,30.899724,3.765943
COL0G1E52,6.8061167,2.515278,30.068503,3.974829
COL0G1F52,6.8061167,2.515278,30.068503,3.974829
COL0G2E52,6.8061167,2.515278,30.068503,3.974829
COL0G2F52,6.8061167,2.515278,30.068503,3.974829
COL0G1E68,6.8191217,2.389677,13.179707,3.769496
COL0G1F68,6.8191217,2.389677,13.179707,3.769496
COL0G2E68,6.8191217,2.389677,13.179707,3.769496
COL0G2F68,6.8191217,2.389677,13.179707,3.769496
COL0G1E39,6.8414578,2.385167,13.962056,3.761946
COL0G1F39,6.8414578,2.385167,13.962056,3.761946
COL0G2E39,6.8414578,2.385167,13.962056,3.761946
COL0G2F39,6.8414578,2.385167,13.962056,3.761946
NPR1G1E38,6.8488458,2.180617,17.164867,4.707577
NPR1G1F38,6.8488458,2.180617,17.164867,4.707577
NPR1G2E38,6.8488458,2.180617,17.164867,4.707577
NPR1G2F38,6.8488458,2.180617,17.164867,4.707577
NPR1G1E84,6.8727447,2.082497,22.368317,4.713107
NPR1G1F84,6.8727447,2.082497,22.368317,4.713107
NPR1G2E84,6.8727447,2.082497,22.368317,4.713107
NPR1G2F84,6.8727447,2.082497,22.368317,4.713107
NPR1G1E06,6.8740299,2.081132,6.219991,4.970884
NPR1G1F06,6.8740299,2.081132,6.219991,4.970884
NPR1G2E06,6.8740299,2.081132,6.219991,4.970884
NPR1G2F06,6.8740299,2.081132,6.219991,4.970884
NPR1G1E57,6.8954877,2.078395,18.390612,4.711582
NPR1G1F57,6.8954877,2.078395,18.390612,4.711582
NPR1G2E57,6.8954877,2.078395,18.390612,4.711582
NPR1G2F57,6.8954877,2.078395,18.390612,4.711582
COL0G1E44,6.9357395,2.384695,15.694697,3.761579
COL0G1F44,6.9357395,2.384695,15.694697,3.761579
COL0G2F44,6.9357395,2.384695,15.694697,3.761579
COL0G1E16,6.9357448,2.385592,16.013515,3.761904
COL0G1F16,6.9357448,2.385592,16.013515,3.761904
COL0G2F16,6.9357448,2.385592,16.013515,3.761904
NPR1G1E28,6.9384038,2.07895,21.106316,4.710127
NPR1G1F28,6.9384038,2.07895,21.106316,4.710127
NPR1G2E28,6.9384038,2.07895,21.106316,4.710127
NPR1G2F28,6.9384038,2.07895,21.106316,4.710127
NPR1G1E26,6.9594493,2.081132,24.405638,4.709079
NPR1G1F26,6.9594493,2.081132,24.405638,4.709079
NPR1G2E26,6.9594493,2.081132,24.405638,4.709079
NPR1G2F26,6.9594493,2.081132,24.405638,4.709079
NPR1G1E09,6.9797256,2.19515,15.410462,4.989114
NPR1G1F09,6.9797256,2.19515,15.410462,4.989114
NPR1G2E09,6.9797256,2.19515,15.410462,4.989114
NPR1G2F09,6.9797256,2.19515,15.410462,4.989114
COL0G1E12,6.9798159,2.385,10.40828,3.762538
COL0G1F12,6.9798159,2.385,10.40828,3.762538
COL0G2E12,6.9798159,2.385,10.40828,3.762538
COL0G2F12,6.9798159,2.385,10.40828,3.762538
COL0G1E94,7.0107627,2.518241,15.150773,3.978206
COL0G1F94,7.0107627,2.518241,15.150773,3.978206
COL0G2E94,7.0107627,2.518241,15.150773,3.978206
COL0G2F94,7.0107627,2.518241,15.150773,3.978206
COL0G1E64,7.0374715,2.39155,15.88535,3.770457
COL0G1F64,7.0374715,2.39155,15.88535,3.770457
COL0G2E64,7.0374715,2.39155,15.88535,3.770457
COL0G2F64,7.0374715,2.39155,15.88535,3.770457
NPR1G1E29,7.0403292,2.486673,8.707797,4.713562
NPR1G1F29,7.0403292,2.486673,8.707797,4.713562
NPR1G2E29,7.0403292,2.486673,8.707797,4.713562
NPR1G2F29,7.0403292,2.486673,8.707797,4.713562
COL0G1E53,7.1315164,2.396551,31.697326,3.778734
COL0G2E53,7.1315164,2.396551,31.697326,3.778734
COL0G2F53,7.1315164,2.396551,31.697326,3.778734
NPR1G1E14,7.13685,2.736199,13.439529,4.710241
NPR1G1F14,7.13685,2.736199,13.439529,4.710241
NPR1G2E14,7.13685,2.736199,13.439529,4.710241
NPR1G2F14,7.13685,2.736199,13.439529,4.710241
NPR1G1E63,7.2360791,2.184724,21.493378,4.714238
NPR1G1F63,7.2360791,2.184724,21.493378,4.714238
NPR1G2E63,7.2360791,2.184724,21.493378,4.714238
NPR1G2F63,7.2360791,2.184724,21.493378,4.714238
NPR1G1E41,7.2461413,2.079193,19.902797,4.71008
NPR1G1F41,7.2461413,2.079193,19.902797,4.71008
NPR1G2E41,7.2461413,2.079193,19.902797,4.71008
NPR1G2F41,7.2461413,2.079193,19.902797,4.71008
COL0G1E66,7.3357855,2.394886,22.97969,3.775425
COL0G1F66,7.3357855,2.394886,22.97969,3.775425
COL0G2E66,7.3357855,2.394886,22.97969,3.775425
COL0G2F66,7.3357855,2.394886,22.97969,3.775425
COL0G1F60,7.4544448,2.389389,18.246485,3.768236
COL0G2E60,7.4544448,2.389389,18.246485,3.768236
COL0G2F60,7.4544448,2.389389,18.246485,3.768236
COL0G1E08,7.4982692,2.390111,12.153403,3.770372
COL0G1F08,7.4982692,2.390111,12.153403,3.770372
COL0G2F08,7.4982692,2.390111,12.153403,3.770372
COL0G1E91,7.6296565,2.385499,14.269065,3.761822
COL0G1F91,7.6296565,2.385499,14.269065,3.761822
COL0G2E91,7.6296565,2.385499,14.269065,3.761822
COL0G2F91,7.6296565,2.385499,14.269065,3.761822
COL0G1E09,7.6787268,2.395703,12.310135,3.777558
COL0G1F09,7.6787268,2.395703,12.310135,3.777558
COL0G2E09,7.6787268,2.395703,12.310135,3.777558
COL0G2F09,7.6787268,2.395703,12.310135,3.777558
COL0G1E86,7.7166761,2.392721,24.269035,3.772299
COL0G1F86,7.7166761,2.392721,24.269035,3.772299
COL0G2F86,7.7166761,2.392721,24.269035,3.772299
NPR1G1E18,7.7499011,2.315948,19.047339,5.296889
NPR1G1F18,7.7499011,2.315948,19.047339,5.296889
NPR1G2E18,7.7499011,2.315948,19.047339,5.296889
NPR1G2F18,7.7499011,2.315948,19.047339,5.296889
NPR1G1F25,7.7579798,2.082939,12.96646,4.715618
NPR1G2E25,7.7579798,2.082939,12.96646,4.715618
NPR1G2F25,7.7579798,2.082939,12.96646,4.715618
COL0G1F80,7.8238333,2.39269,14.641902,3.771962
COL0G2F80,7.8238333,2.39269,14.641902,3.771962
COL0G1E58,7.8653861,2.527355,22.885587,3.777832
COL0G1F58,7.8653861,2.527355,22.885587,3.777832
COL0G2E58,7.8653861,2.527355,22.885587,3.777832
COL0G2F58,7.8653861,2.527355,22.885587,3.777832
COL0G1E74,7.8668849,2.391125,19.844399,3.770705
COL0G1F74,7.8668849,2.391125,19.844399,3.770705
COL0G2F74,7.8668849,2.391125,19.844399,3.770705
NPR1G1E67,7.8840888,2.183273,34.900617,4.714824
NPR1G1F67,7.8840888,2.183273,34.900617,4.714824
NPR1G2E67,7.8840888,2.183273,34.900617,4.714824
NPR1G2F67,7.8840888,2.183273,34.900617,4.714824
NPR1G1E44,7.8865636,2.076522,16.821688,4.706254
NPR1G1F44,7.8865636,2.076522,16.821688,4.706254
NPR1G2E44,7.8865636,2.076522,16.821688,4.706254
NPR1G2F44,7.8865636,2.076522,16.821688,4.706254
NPR1G1E19,7.9061603,2.081152,20.895667,4.712067
NPR1G1F19,7.9061603,2.081152,20.895667,4.712067
NPR1G2E19,7.9061603,2.081152,20.895667,4.712067
NPR1G2F19,7.9061603,2.081152,20.895667,4.712067
NPR1G1E73,7.9841305,2.315133,19.865356,4.712944
NPR1G1F73,7.9841305,2.315133,19.865356,4.712944
NPR1G2E73,7.9841305,2.315133,19.865356,4.712944
NPR1G2F73,7.9841305,2.315133,19.865356,4.712944
COL0G1E19,8.0292224,2.51626,19.36568,3.976776
COL0G1F19,8.0292224,2.51626,19.36568,3.976776
COL0G2F19,8.0292224,2.51626,19.36568,3.976776
COL0G1E34,8.0372776,2.392644,10.132691,3.771255
COL0G1F34,8.0372776,2.392644,10.132691,3.771255
COL0G2E34,8.0372776,2.392644,10.132691,3.771255
COL0G2F34,8.0372776,2.392644,10.132691,3.771255
COL0G1E10,8.0458604,2.389948,13.567087,3.768644
COL0G1F10,8.0458604,2.389948,13.567087,3.768644
COL0G2E10,8.0458604,2.389948,13.567087,3.768644
COL0G2F10,8.0458604,2.389948,13.567087,3.768644
COL0G1E51,8.1479163,2.386445,27.414303,3.762673
COL0G1F51,8.1479163,2.386445,27.414303,3.762673
COL0G2E51,8.1479163,2.386445,27.414303,3.762673
COL0G2F51,8.1479163,2.386445,27.414303,3.762673
NPR1G1E47,8.1752337,2.079349,25.294278,4.711572
NPR1G1F47,8.1752337,2.079349,25.294278,4.711572
NPR1G2E47,8.1752337,2.079349,25.294278,4.711572
NPR1G2F47,8.1752337,2.079349,25.294278,4.711572
COL0G1E03,8.1891017,2.520132,12.869554,3.768829
COL0G1F03,8.1891017,2.520132,12.869554,3.768829
COL0G2E03,8.1891017,2.520132,12.869554,3.768829
COL0G2F03,8.1891017,2.520132,12.869554,3.768829
COL0G1E87,8.2491315,2.385606,16.325584,3.762049
COL0G1F87,8.2491315,2.385606,16.325584,3.762049
COL0G2E87,8.2491315,2.385606,16.325584,3.762049
COL0G2F87,8.2491315,2.385606,16.325584,3.762049
NPR1G1E45,8.2540025,2.077816,19.992386,4.706393
NPR1G1F45,8.2540025,2.077816,19.992386,4.706393
NPR1G2E45,8.2540025,2.077816,19.992386,4.706393
NPR1G2F45,8.2540025,2.077816,19.992386,4.706393
NPR1G1E35,8.3127916,2.076908,28.628454,4.706127
NPR1G1F35,8.3127916,2.076908,28.628454,4.706127
NPR1G2E35,8.3127916,2.076908,28.628454,4.706127
NPR1G2F35,8.3127916,2.076908,28.628454,4.706127
NPR1G1E53,8.3147736,2.324614,38.930148,4.728428
NPR1G1F53,8.3147736,2.324614,38.930148,4.728428
NPR1G2E53,8.3147736,2.324614,38.930148,4.728428
NPR1G2F53,8.3147736,2.324614,38.930148,4.728428
NPR1G1E62,8.3205407,2.315235,27.77203,4.7174
NPR1G1F62,8.3205407,2.315235,27.77203,4.7174
NPR1G2E62,8.3205407,2.315235,27.77203,4.7174
NPR1G2F62,8.3205407,2.315235,27.77203,4.7174
NPR1G1E46,8.3366977,2.313851,33.694909,4.715447
NPR1G1F46,8.3366977,2.313851,33.694909,4.715447
NPR1G2E46,8.3366977,2.313851,33.694909,4.715447
NPR1G2F46,8.3366977,2.313851,33.694909,4.715447
COL0G1E17,8.3688261,2.392672,10.067077,3.773618
COL0G1F17,8.3688261,2.392672,10.067077,3.773618
COL0G2E17,8.3688261,2.392672,10.067077,3.773618
COL0G2F17,8.3688261,2.392672,10.067077,3.773618
NPR1G1E91,8.4608373,2.17964,16.569677,4.706548
NPR1G1F91,8.4608373,2.17964,16.569677,4.706548
NPR1G2E91,8.4608373,2.17964,16.569677,4.706548
NPR1G2F91,8.4608373,2.17964,16.569677,4.706548
NPR1G1E22,8.4699003,2.079809,15.019595,4.712656
NPR1G1F22,8.4699003,2.079809,15.019595,4.712656
NPR1G2E22,8.4699003,2.079809,15.019595,4.712656
NPR1G2F22,8.4699003,2.079809,15.019595,4.712656
NPR1G1E55,8.4757958,2.180035,36.471126,4.70811
NPR1G1F55,8.4757958,2.180035,36.471126,4.70811
NPR1G2E55,8.4757958,2.180035,36.471126,4.70811
NPR1G2F55,8.4757958,2.180035,36.471126,4.70811
COL0G1F56,8.4901799,2.390359,22.967371,3.768104
COL0G2F56,8.4901799,2.390359,22.967371,3.768104
COL0G1F41,8.5392756,2.387005,18.932862,3.76496
COL0G2E41,8.5392756,2.387005,18.932862,3.76496
COL0G2F41,8.5392756,2.387005,18.932862,3.76496
NPR1G1E27,8.5898485,2.080943,15.340378,4.71134
NPR1G1F27,8.5898485,2.080943,15.340378,4.71134
NPR1G2E27,8.5898485,2.080943,15.340378,4.71134
NPR1G2F27,8.5898485,2.080943,15.340378,4.71134
NPR1G1E08,8.6791157,2.082462,19.765652,4.716638
NPR1G1F08,8.6791157,2.082462,19.765652,4.716638
NPR1G2E08,8.6791157,2.082462,19.765652,4.716638
NPR1G2F08,8.6791157,2.082462,19.765652,4.716638
COL0G1E69,8.7502016,2.518207,22.376221,3.770994
COL0G2E69,8.7502016,2.518207,22.376221,3.770994
COL0G2F69,8.7502016,2.518207,22.376221,3.770994
NPR1G1E49,8.7698123,2.080263,30.905619,4.708729
NPR1G1F49,8.7698123,2.080263,30.905619,4.708729
NPR1G2E49,8.7698123,2.080263,30.905619,4.708729
NPR1G2F49,8.7698123,2.080263,30.905619,4.708729
NPR1G1E81,8.8239873,2.083689,18.75645,4.974957
NPR1G1F81,8.8239873,2.083689,18.75645,4.974957
NPR1G2E81,8.8239873,2.083689,18.75645,4.974957
NPR1G2F81,8.8239873,2.083689,18.75645,4.974957
NPR1G1E51,8.8301226,2.077899,36.227865,4.707209
NPR1G1F51,8.8301226,2.077899,36.227865,4.707209
NPR1G2E51,8.8301226,2.077899,36.227865,4.707209
NPR1G2F51,8.8301226,2.077899,36.227865,4.707209
COL0G1E62,8.8552304,2.391625,18.009868,3.770477
COL0G1F62,8.8552304,2.391625,18.009868,3.770477
COL0G2F62,8.8552304,2.391625,18.009868,3.770477
COL0G1E18,8.8578928,2.387656,9.092512,3.765824
COL0G1F18,8.8578928,2.387656,9.092512,3.765824
COL0G2E18,8.8578928,2.387656,9.092512,3.765824
COL0G2F18,8.8578928,2.387656,9.092512,3.765824
NPR1G1E93,8.8693349,2.079369,23.753721,4.711455
NPR1G1F93,8.8693349,2.079369,23.753721,4.711455
NPR1G2E93,8.8693349,2.079369,23.753721,4.711455
NPR1G2F93,8.8693349,2.079369,23.753721,4.711455
COL0G1E21,8.8967055,2.386422,11.880784,3.762232
COL0G1F21,8.8967055,2.386422,11.880784,3.762232
COL0G2F21,8.8967055,2.386422,11.880784,3.762232
NPR1G1E39,8.896706,2.179274,14.359102,4.963267
NPR1G1F39,8.896706,2.179274,14.359102,4.963267
NPR1G2E39,8.896706,2.179274,14.359102,4.963267
NPR1G2F39,8.896706,2.179274,14.359102,4.963267
NPR1G1E92,8.926724,2.085705,22.383101,4.72151
NPR1G1F92,8.926724,2.085705,22.383101,4.72151
NPR1G2E92,8.926724,2.085705,22.383101,4.72151
NPR1G2F92,8.926724,2.085705,22.383101,4.72151
NPR1G1E87,8.9733063,2.180664,12.80763,4.964773
NPR1G1F87,8.9733063,2.180664,12.80763,4.964773
NPR1G2E87,8.9733063,2.180664,12.80763,4.964773
NPR1G2F87,8.9733063,2.180664,12.80763,4.964773
NPR1G1E30,8.9767236,2.180757,40.151196,4.708472
NPR1G1F30,8.9767236,2.180757,40.151196,4.708472
NPR1G2E30,8.9767236,2.180757,40.151196,4.708472
NPR1G2F30,8.9767236,2.180757,40.151196,4.708472
COL0G1E77,9.0835296,2.385901,18.566148,3.762458
COL0G1F77,9.0835296,2.385901,18.566148,3.762458
COL0G2E77,9.0835296,2.385901,18.566148,3.762458
COL0G2F77,9.0835296,2.385901,18.566148,3.762458
COL0G1E37,9.1301683,2.512116,10.649276,3.970346
COL0G1F37,9.1301683,2.512116,10.649276,3.970346
COL0G2E37,9.1301683,2.512116,10.649276,3.970346
COL0G2F37,9.1301683,2.512116,10.649276,3.970346
NPR1G1E31,9.1719237,2.314952,19.667333,4.712457
NPR1G1F31,9.1719237,2.314952,19.667333,4.712457
NPR1G2E31,9.1719237,2.314952,19.667333,4.712457
NPR1G2F31,9.1719237,2.314952,19.667333,4.712457
COL0G1E46,9.1863061,2.518553,26.655421,3.76869
COL0G2E46,9.1863061,2.518553,26.655421,3.76869
COL0G2F46,9.1863061,2.518553,26.655421,3.76869
NPR1G1E34,9.1961521,2.186824,18.285042,4.719435
NPR1G1F34,9.1961521,2.186824,18.285042,4.719435
NPR1G2E34,9.1961521,2.186824,18.285042,4.719435
NPR1G2F34,9.1961521,2.186824,18.285042,4.719435
COL0G1E02,9.3664906,2.390035,8.147588,3.7678
COL0G1F02,9.3664906,2.390035,8.147588,3.7678
COL0G2E02,9.3664906,2.390035,8.147588,3.7678
COL0G2F02,9.3664906,2.390035,8.147588,3.7678
NPR1G1E54,9.4320545,2.079588,32.960106,4.71284
NPR1G1F54,9.4320545,2.079588,32.960106,4.71284
NPR1G2E54,9.4320545,2.079588,32.960106,4.71284
NPR1G2F54,9.4320545,2.079588,32.960106,4.71284
COL0G1E73,9.4443075,2.513033,16.198382,3.76547
COL0G1F73,9.4443075,2.513033,16.198382,3.76547
COL0G2E73,9.4443075,2.513033,16.198382,3.76547
COL0G2F73,9.4443075,2.513033,16.198382,3.76547
COL0G1E45,9.5411132,2.512063,17.402142,3.969827
COL0G1F45,9.5411132,2.512063,17.402142,3.969827
COL0G2E45,9.5411132,2.512063,17.402142,3.969827
COL0G2F45,9.5411132,2.512063,17.402142,3.969827
NPR1G1E13,9.5821167,2.082465,31.733592,4.711868
NPR1G1F13,9.5821167,2.082465,31.733592,4.711868
NPR1G2E13,9.5821167,2.082465,31.733592,4.711868
NPR1G2F13,9.5821167,2.082465,31.733592,4.711868
COL0G1E27,9.6868693,2.388573,11.05216,3.766062
COL0G1F27,9.6868693,2.388573,11.05216,3.766062
COL0G2E27,9.6868693,2.388573,11.05216,3.766062
COL0G1E83,9.7368121,2.512037,10.734799,3.76174
COL0G1F83,9.7368121,2.512037,10.734799,3.76174
COL0G2E83,9.7368121,2.512037,10.734799,3.76174
COL0G2F83,9.7368121,2.512037,10.734799,3.76174
COL0G1E15,9.7538184,2.522794,11.894846,3.774065
COL0G1F15,9.7538184,2.522794,11.894846,3.774065
COL0G2E15,9.7538184,2.522794,11.894846,3.774065
COL0G2F15,9.7538184,2.522794,11.894846,3.774065
NPR1G1E70,9.7759196,2.186222,22.376132,4.71665
NPR1G1F70,9.7759196,2.186222,22.376132,4.71665
NPR1G2E70,9.7759196,2.186222,22.376132,4.71665
NPR1G2F70,9.7759196,2.186222,22.376132,4.71665
COL0G1E23,9.7889076,2.387315,19.751891,3.765718
COL0G1F23,9.7889076,2.387315,19.751891,3.765718
COL0G2E23,9.7889076,2.387315,19.751891,3.765718
COL0G2F23,9.7889076,2.387315,19.751891,3.765718
NPR1G1E36,9.8594026,2.184002,17.077775,4.970242
NPR1G1F36,9.8594026,2.184002,17.077775,4.970242
NPR1G2E36,9.8594026,2.184002,17.077775,4.970242
NPR1G2F36,9.8594026,2.184002,17.077775,4.970242
NPR1G1E24,9.8696732,2.084528,23.058902,4.720188
NPR1G1F24,9.8696732,2.084528,23.058902,4.720188
NPR1G2E24,9.8696732,2.084528,23.058902,4.720188
NPR1G2F24,9.8696732,2.084528,23.058902,4.720188
NPR1G1E32,9.8747419,2.083819,17.577853,4.715445
NPR1G1F32,9.8747419,2.083819,17.577853,4.715445
NPR1G2E32,9.8747419,2.083819,17.577853,4.715445
NPR1G2F32,9.8747419,2.083819,17.577853,4.715445
NPR1G1E43,9.9043253,2.180957,21.764053,4.964979
NPR1G1F43,9.9043253,2.180957,21.764053,4.964979
NPR1G2E43,9.9043253,2.180957,21.764053,4.964979
NPR1G2F43,9.9043253,2.180957,21.764053,4.964979
NPR1G1E80,9.9365391,2.185073,29.963684,4.718104
NPR1G1F80,9.9365391,2.185073,29.963684,4.718104
NPR1G2E80,9.9365391,2.185073,29.963684,4.718104
NPR1G2F80,9.9365391,2.185073,29.963684,4.718104
COL0G1E13,10.0204675,2.388044,15.232061,3.765331
COL0G1F13,10.0204675,2.388044,15.232061,3.765331
COL0G2E13,10.0204675,2.388044,15.232061,3.765331
COL0G2F13,10.0204675,2.388044,15.232061,3.765331
COL0G1E01,10.0447517,2.392214,14.454036,3.771271
COL0G1F01,10.0447517,2.392214,14.454036,3.771271
COL0G2E01,10.0447517,2.392214,14.454036,3.771271
COL0G2F01,10.0447517,2.392214,14.454036,3.771271
NPR1G1E77,10.1330108,2.077603,25.731533,4.707414
NPR1G1F77,10.1330108,2.077603,25.731533,4.707414
NPR1G2E77,10.1330108,2.077603,25.731533,4.707414
NPR1G2F77,10.1330108,2.077603,25.731533,4.707414
COL0G1E38,10.1692173,2.386061,14.787916,3.762773
COL0G1F38,10.1692173,2.386061,14.787916,3.762773
COL0G2F38,10.1692173,2.386061,14.787916,3.762773
COL0G1E20,10.1806016,2.388534,20.582788,3.766458
COL0G1F20,10.1806016,2.388534,20.582788,3.766458
COL0G2E20,10.1806016,2.388534,20.582788,3.766458
COL0G2F20,10.1806016,2.388534,20.582788,3.766458
COL0G1E76,10.1923133,2.388529,14.353084,3.766333
COL0G1F76,10.1923133,2.388529,14.353084,3.766333
COL0G2E76,10.1923133,2.388529,14.353084,3.766333
COL0G2F76,10.1923133,2.388529,14.353084,3.766333
NPR1G1E21,10.2655007,2.183897,19.498383,4.708289
NPR1G1F21,10.2655007,2.183897,19.498383,4.708289
NPR1G2E21,10.2655007,2.183897,19.498383,4.708289
NPR1G2F21,10.2655007,2.183897,19.498383,4.708289
COL0G1E54,10.2912477,2.389391,16.213364,3.766901
COL0G1F54,10.2912477,2.389391,16.213364,3.766901
